SeqName	SeqDesc	GOTerms	Enzymes	KeggMaps
gene18347	hypothetical protein DAPPUDRAFT_319679	membrane;ionotropic glutamate receptor activity;extracellular-glutamate-gated ion channel activity;ion transport;signal transduction;synaptic transmission		
gene12298	hypothetical protein DAPPUDRAFT_319679	membrane;ionotropic glutamate receptor activity;extracellular-glutamate-gated ion channel activity;ion transport;signal transduction;synaptic transmission		
gene18314	hypothetical protein DAPPUDRAFT_319688	mRNA guanylyltransferase activity;7-methylguanosine mRNA capping		
gene18112	hypothetical protein DAPPUDRAFT_319688	mRNA guanylyltransferase activity;7-methylguanosine mRNA capping		
gene13341	hypothetical protein DAPPUDRAFT_319706	integral component of membrane;G-protein coupled receptor activity;G-protein coupled receptor signaling pathway		
gene13342	hypothetical protein DAPPUDRAFT_319706	integral component of membrane;G-protein coupled receptor activity;G-protein coupled receptor signaling pathway		
gene16369	hypothetical protein DAPPUDRAFT_319735			
gene16370	hypothetical protein DAPPUDRAFT_319735			
gene17807	hypothetical protein DAPPUDRAFT_319765	chromatin binding;chromatin remodeling;regulation of transcription, DNA-templated;chromatin		
gene17812	hypothetical protein DAPPUDRAFT_319765	chromatin binding;chromatin remodeling;regulation of transcription, DNA-templated;chromatin		
gene14666	hypothetical protein DAPPUDRAFT_319843			
gene5867	hypothetical protein DAPPUDRAFT_319846			
gene16010	hypothetical protein DAPPUDRAFT_319863	nucleus;DNA binding;ATP binding;hydrolase activity, acting on acid anhydrides;metabolic process		
gene16024	hypothetical protein DAPPUDRAFT_319865	integral component of membrane;iron ion binding;oxidoreductase activity;fatty acid biosynthetic process;oxidation-reduction process		
gene16019	hypothetical protein DAPPUDRAFT_319870			
gene15995	hypothetical protein DAPPUDRAFT_319871			
gene15163	hypothetical protein DAPPUDRAFT_319895			
gene4175	hypothetical protein DAPPUDRAFT_319952			
gene4200	hypothetical protein DAPPUDRAFT_319960			
gene15424	hypothetical protein DAPPUDRAFT_320003			
gene16124	hypothetical protein DAPPUDRAFT_320003			
gene17383	hypothetical protein DAPPUDRAFT_320003			
gene12567	hypothetical protein DAPPUDRAFT_320064			
gene12892	hypothetical protein DAPPUDRAFT_320073			
gene9229	hypothetical protein DAPPUDRAFT_320084			
gene9230	hypothetical protein DAPPUDRAFT_320085			
gene9231	hypothetical protein DAPPUDRAFT_320085			
gene8649	hypothetical protein DAPPUDRAFT_320085			
gene11698	hypothetical protein DAPPUDRAFT_320085			
gene11493	hypothetical protein DAPPUDRAFT_320109			
gene11496	hypothetical protein DAPPUDRAFT_320109			
gene9211	hypothetical protein DAPPUDRAFT_320109			
gene9212	hypothetical protein DAPPUDRAFT_320109			
gene9214	hypothetical protein DAPPUDRAFT_320109			
gene11485	hypothetical protein DAPPUDRAFT_320138	protein binding;zinc ion binding		
gene11488	hypothetical protein DAPPUDRAFT_320138	protein binding;zinc ion binding		
gene11456	hypothetical protein DAPPUDRAFT_320163			
gene13504	hypothetical protein DAPPUDRAFT_320165			
gene5373	hypothetical protein DAPPUDRAFT_320226	extracellular space;carboxylic ester hydrolase activity;metabolic process		
gene15736	hypothetical protein DAPPUDRAFT_320226	extracellular space;carboxylic ester hydrolase activity;metabolic process		
gene12024	hypothetical protein DAPPUDRAFT_320268			
gene954	hypothetical protein DAPPUDRAFT_320268	nucleic acid binding		
gene8705	hypothetical protein DAPPUDRAFT_320340	membrane;ionotropic glutamate receptor activity;ion transport;signal transduction;synaptic transmission		
gene4627	hypothetical protein DAPPUDRAFT_320345			
gene6148	hypothetical protein DAPPUDRAFT_320348			
gene3992	hypothetical protein DAPPUDRAFT_320397			
gene3994	hypothetical protein DAPPUDRAFT_320400			
gene4009	hypothetical protein DAPPUDRAFT_320418	protein serine/threonine kinase activity;ATP binding;metal ion binding;protein phosphorylation;serine family amino acid metabolic process		
gene4024	hypothetical protein DAPPUDRAFT_320441	glutaminase activity;glutamine metabolic process		
gene4872	hypothetical protein DAPPUDRAFT_320528			
gene16602	hypothetical protein DAPPUDRAFT_320529	catalytic activity;metabolic process		
gene18252	hypothetical protein DAPPUDRAFT_320530	nuclear pore;protein tyrosine/serine/threonine phosphatase activity;structural constituent of nuclear pore;protein dephosphorylation;nucleocytoplasmic transport		
gene15681	hypothetical protein DAPPUDRAFT_320530	nuclear pore;protein tyrosine/serine/threonine phosphatase activity;structural constituent of nuclear pore;protein dephosphorylation;nucleocytoplasmic transport		
gene18217	hypothetical protein DAPPUDRAFT_320536	serine-type endopeptidase activity;proteolysis		
gene16604	hypothetical protein DAPPUDRAFT_320536	serine-type endopeptidase activity;proteolysis		
gene16607	hypothetical protein DAPPUDRAFT_320536	serine-type endopeptidase activity;proteolysis		
gene7993	hypothetical protein DAPPUDRAFT_320538			
gene8002	hypothetical protein DAPPUDRAFT_320538			
gene11228	hypothetical protein DAPPUDRAFT_320590			
gene15842	hypothetical protein DAPPUDRAFT_320610	epsilon DNA polymerase complex;DNA binding;DNA-directed DNA polymerase activity;zinc ion binding;DNA replication;DNA repair		
gene11217	hypothetical protein DAPPUDRAFT_320610			
gene11214	hypothetical protein DAPPUDRAFT_320611	intracellular;protein binding;apoptotic process		
gene11216	hypothetical protein DAPPUDRAFT_320611	protein binding		
gene11218	hypothetical protein DAPPUDRAFT_320611			
gene11199	hypothetical protein DAPPUDRAFT_320622			
gene11193	hypothetical protein DAPPUDRAFT_320624	protein kinase activity;ATP binding;protein phosphorylation		
gene15782	hypothetical protein DAPPUDRAFT_320629			
gene11191	hypothetical protein DAPPUDRAFT_320635	cysteine-type peptidase activity;proteolysis		
gene11182	hypothetical protein DAPPUDRAFT_320659	serine-type endopeptidase activity;proteolysis		
gene11183	hypothetical protein DAPPUDRAFT_320659	serine-type endopeptidase activity;proteolysis		
gene11176	hypothetical protein DAPPUDRAFT_320663			
gene11160	hypothetical protein DAPPUDRAFT_320669			
gene11162	hypothetical protein DAPPUDRAFT_320670			
gene11166	hypothetical protein DAPPUDRAFT_320674			
gene13123	hypothetical protein DAPPUDRAFT_320684			
gene13134	hypothetical protein DAPPUDRAFT_320716	serine-type endopeptidase activity;proteolysis		
gene17922	hypothetical protein DAPPUDRAFT_320720			
gene17923	hypothetical protein DAPPUDRAFT_320721			
gene13160	hypothetical protein DAPPUDRAFT_320724			
gene13153	hypothetical protein DAPPUDRAFT_320730			
gene13154	hypothetical protein DAPPUDRAFT_320730			
gene13135	hypothetical protein DAPPUDRAFT_320733			
gene7994	hypothetical protein DAPPUDRAFT_320733			
gene16722	hypothetical protein DAPPUDRAFT_320746			
gene16302	hypothetical protein DAPPUDRAFT_320880	serine-type endopeptidase activity;proteolysis		
gene14082	hypothetical protein DAPPUDRAFT_320999			
gene12491	hypothetical protein DAPPUDRAFT_320999			
gene2528	hypothetical protein DAPPUDRAFT_321114			
gene2530	hypothetical protein DAPPUDRAFT_321114			
gene9878	hypothetical protein DAPPUDRAFT_321114			
gene9880	hypothetical protein DAPPUDRAFT_321114			
gene2523	hypothetical protein DAPPUDRAFT_321119			
gene2518	hypothetical protein DAPPUDRAFT_321122			
gene2520	hypothetical protein DAPPUDRAFT_321122			
gene2514	hypothetical protein DAPPUDRAFT_321124			
gene2509	hypothetical protein DAPPUDRAFT_321131			
gene18025	hypothetical protein DAPPUDRAFT_321131			
gene3467	hypothetical protein DAPPUDRAFT_321131			
gene3468	hypothetical protein DAPPUDRAFT_321132			
gene6290	hypothetical protein DAPPUDRAFT_321183	protein binding		
gene13561	hypothetical protein DAPPUDRAFT_321195			
gene6270	hypothetical protein DAPPUDRAFT_321197			
gene6235	hypothetical protein DAPPUDRAFT_321224			
gene8650	hypothetical protein DAPPUDRAFT_321261	serine-type endopeptidase activity;proteolysis		
gene8631	hypothetical protein DAPPUDRAFT_321301			
gene8606	hypothetical protein DAPPUDRAFT_321320			
gene8574	hypothetical protein DAPPUDRAFT_321366			
gene2606	hypothetical protein DAPPUDRAFT_321402			
gene17775	hypothetical protein DAPPUDRAFT_321422			
gene17776	hypothetical protein DAPPUDRAFT_321422			
gene3020	hypothetical protein DAPPUDRAFT_321424	structural constituent of cuticle		
gene10815	hypothetical protein DAPPUDRAFT_321424	structural constituent of cuticle		
gene10814	hypothetical protein DAPPUDRAFT_321425	structural constituent of cuticle		
gene3492	hypothetical protein DAPPUDRAFT_321547			
gene3487	hypothetical protein DAPPUDRAFT_321563			
gene16701	hypothetical protein DAPPUDRAFT_321660			
gene16702	hypothetical protein DAPPUDRAFT_321660			
gene16703	hypothetical protein DAPPUDRAFT_321660			
gene5339	hypothetical protein DAPPUDRAFT_321665			
gene5337	hypothetical protein DAPPUDRAFT_321671			
gene3757	hypothetical protein DAPPUDRAFT_321790			
gene3711	hypothetical protein DAPPUDRAFT_321830	nuclear chromosome, telomeric region;DNA binding;telomere maintenance		
gene3715	hypothetical protein DAPPUDRAFT_321849			
gene3700	hypothetical protein DAPPUDRAFT_321850			
gene5233	hypothetical protein DAPPUDRAFT_321961			
gene5252	hypothetical protein DAPPUDRAFT_322014			
gene5246	hypothetical protein DAPPUDRAFT_322019			
gene6003	hypothetical protein DAPPUDRAFT_322044	nucleic acid binding		
gene6008	hypothetical protein DAPPUDRAFT_322044	nucleic acid binding		
gene17254	hypothetical protein DAPPUDRAFT_322044	nucleic acid binding		
gene17255	hypothetical protein DAPPUDRAFT_322044	nucleic acid binding		
gene14742	hypothetical protein DAPPUDRAFT_322044	nucleic acid binding		
gene18335	hypothetical protein DAPPUDRAFT_322181	ATP binding		
gene947	hypothetical protein DAPPUDRAFT_322224			
gene3173	hypothetical protein DAPPUDRAFT_322224			
gene14287	hypothetical protein DAPPUDRAFT_322251			
gene16780	hypothetical protein DAPPUDRAFT_322265			
gene16996	hypothetical protein DAPPUDRAFT_322278			
gene17003	hypothetical protein DAPPUDRAFT_322284			
gene17006	hypothetical protein DAPPUDRAFT_322288			
gene17016	hypothetical protein DAPPUDRAFT_322294			
gene17451	hypothetical protein DAPPUDRAFT_322308			
gene16517	hypothetical protein DAPPUDRAFT_322315	4-aminobutyrate transaminase activity;pyridoxal phosphate binding;gamma-aminobutyric acid metabolic process;alanine metabolic process;aspartate metabolic process;beta-alanine metabolic process		
gene14289	hypothetical protein DAPPUDRAFT_322322	cell;oxidoreductase activity;protein dimerization activity;flavin adenine dinucleotide binding;cell redox homeostasis;oxidation-reduction process		
gene14856	hypothetical protein DAPPUDRAFT_322349			
gene14838	hypothetical protein DAPPUDRAFT_322369			
gene10987	hypothetical protein DAPPUDRAFT_322405			
gene5651	hypothetical protein DAPPUDRAFT_322425			
gene5836	hypothetical protein DAPPUDRAFT_322426			
gene18190	hypothetical protein DAPPUDRAFT_322650			
gene18337	hypothetical protein DAPPUDRAFT_322650			
gene6167	hypothetical protein DAPPUDRAFT_322818			
gene18101	hypothetical protein DAPPUDRAFT_322842			
gene12570	hypothetical protein DAPPUDRAFT_322869	membrane;transferase activity, transferring glycosyl groups		
gene10691	hypothetical protein DAPPUDRAFT_322969			
gene10687	hypothetical protein DAPPUDRAFT_322971			
gene10692	hypothetical protein DAPPUDRAFT_322971			
gene16428	hypothetical protein DAPPUDRAFT_322979			
gene12230	hypothetical protein DAPPUDRAFT_323020	integral component of membrane;sensory perception of taste		
gene12253	hypothetical protein DAPPUDRAFT_323030	mitochondrion;double-stranded DNA binding;regulation of transcription, DNA-templated		
gene15087	hypothetical protein DAPPUDRAFT_323053			
gene17734	hypothetical protein DAPPUDRAFT_323100	integral component of membrane		
gene3923	hypothetical protein DAPPUDRAFT_323122	protein serine/threonine kinase activity;ATP binding;protein phosphorylation;serine family amino acid metabolic process		
gene8835	hypothetical protein DAPPUDRAFT_323179	regulation of transcription, DNA-templated		
gene8836	hypothetical protein DAPPUDRAFT_323179	regulation of transcription, DNA-templated		
gene12514	hypothetical protein DAPPUDRAFT_323209			
gene8558	hypothetical protein DAPPUDRAFT_323209			
gene16335	hypothetical protein DAPPUDRAFT_323226	serine-type endopeptidase activity;proteolysis		
gene11080	hypothetical protein DAPPUDRAFT_323235			
gene11081	hypothetical protein DAPPUDRAFT_323235	intracellular signal transduction		
gene5091	hypothetical protein DAPPUDRAFT_323274			
gene5048	hypothetical protein DAPPUDRAFT_323314	RNA binding		
gene5051	hypothetical protein DAPPUDRAFT_323314	RNA binding		
gene5300	hypothetical protein DAPPUDRAFT_323360	RNA binding		
gene5294	hypothetical protein DAPPUDRAFT_323371	metal ion binding		
gene4933	hypothetical protein DAPPUDRAFT_323371	metal ion binding		
gene4411	hypothetical protein DAPPUDRAFT_323512			
gene12075	hypothetical protein DAPPUDRAFT_323557			
gene12522	hypothetical protein DAPPUDRAFT_323557			
gene12518	hypothetical protein DAPPUDRAFT_323633			
gene6872	hypothetical protein DAPPUDRAFT_323724			
gene12654	hypothetical protein DAPPUDRAFT_323731			
gene9877	hypothetical protein DAPPUDRAFT_323731			
gene17844	hypothetical protein DAPPUDRAFT_323781	nucleic acid binding		
gene18439	hypothetical protein DAPPUDRAFT_323853			
gene15983	hypothetical protein DAPPUDRAFT_323853			
gene2131	hypothetical protein DAPPUDRAFT_323946			
gene2147	hypothetical protein DAPPUDRAFT_323946	protein kinase activity;ATP binding;protein phosphorylation		
gene2125	hypothetical protein DAPPUDRAFT_323972			
gene11776	hypothetical protein DAPPUDRAFT_324013	nucleic acid binding		
gene11796	hypothetical protein DAPPUDRAFT_324028	protein binding;zinc ion binding		
gene16540	hypothetical protein DAPPUDRAFT_324028			
gene4427	hypothetical protein DAPPUDRAFT_324028	protein binding;zinc ion binding		
gene6923	hypothetical protein DAPPUDRAFT_324061	metal ion binding		
gene10414	hypothetical protein DAPPUDRAFT_324149	structural constituent of cuticle		
gene12122	hypothetical protein DAPPUDRAFT_324152	mitochondrial small ribosomal subunit;structural constituent of ribosome;ribosome biogenesis		
gene14892	hypothetical protein DAPPUDRAFT_324154	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor;primary metabolic process;cellular catabolic process;single-organism metabolic process;organic substance catabolic process		
gene17589	hypothetical protein DAPPUDRAFT_324154	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor;primary metabolic process;cellular catabolic process;single-organism metabolic process;organic substance catabolic process		
gene13388	hypothetical protein DAPPUDRAFT_324154			
gene11875	hypothetical protein DAPPUDRAFT_324195			
gene16735	hypothetical protein DAPPUDRAFT_324195			
gene16736	hypothetical protein DAPPUDRAFT_324195			
gene5965	hypothetical protein DAPPUDRAFT_324239			
gene18246	hypothetical protein DAPPUDRAFT_324239			
gene4986	hypothetical protein DAPPUDRAFT_324315	extracellular region;chitin binding;chitin metabolic process		
gene4968	hypothetical protein DAPPUDRAFT_324324	oxidoreductase activity;metabolic process		
gene4970	hypothetical protein DAPPUDRAFT_324329			
gene4965	hypothetical protein DAPPUDRAFT_324332			
gene8098	hypothetical protein DAPPUDRAFT_324334			
gene5109	hypothetical protein DAPPUDRAFT_324334			
gene5528	hypothetical protein DAPPUDRAFT_324334			
gene3743	hypothetical protein DAPPUDRAFT_324334			
gene4957	hypothetical protein DAPPUDRAFT_324340	extracellular region;chitin binding;chitin metabolic process		
gene4930	hypothetical protein DAPPUDRAFT_324359			
gene9220	hypothetical protein DAPPUDRAFT_324460	nucleic acid binding;protein dimerization activity		
gene6001	hypothetical protein DAPPUDRAFT_324460	nucleic acid binding;protein dimerization activity		
gene9323	hypothetical protein DAPPUDRAFT_324460	nucleic acid binding;protein dimerization activity		
gene6401	hypothetical protein DAPPUDRAFT_324460	nucleic acid binding;protein dimerization activity		
gene14561	hypothetical protein DAPPUDRAFT_324460	nucleic acid binding;protein dimerization activity		
gene2529	hypothetical protein DAPPUDRAFT_324466			
gene18294	hypothetical protein DAPPUDRAFT_324500	integral component of membrane		
gene13065	hypothetical protein DAPPUDRAFT_324500			
gene9263	hypothetical protein DAPPUDRAFT_324500	integral component of membrane		
gene9242	hypothetical protein DAPPUDRAFT_324510	serine-type endopeptidase activity;proteolysis		
gene12815	hypothetical protein DAPPUDRAFT_32452, partial			
gene7829	hypothetical protein DAPPUDRAFT_324609			
gene7868	hypothetical protein DAPPUDRAFT_324650			
gene11846	hypothetical protein DAPPUDRAFT_324663			
gene12665	hypothetical protein DAPPUDRAFT_324689			
gene14485	hypothetical protein DAPPUDRAFT_324742			
gene7911	hypothetical protein DAPPUDRAFT_324898	structural constituent of cuticle		
gene7919	hypothetical protein DAPPUDRAFT_324898	structural constituent of cuticle		
gene7918	hypothetical protein DAPPUDRAFT_324908	nucleolar ribonuclease P complex;ribonuclease P activity;tRNA processing;RNA phosphodiester bond hydrolysis, endonucleolytic;regulation of RNA metabolic process		
gene15134	hypothetical protein DAPPUDRAFT_324915			
gene3790	hypothetical protein DAPPUDRAFT_324915			
gene6548	hypothetical protein DAPPUDRAFT_324915			
gene8945	hypothetical protein DAPPUDRAFT_324943			
gene18415	hypothetical protein DAPPUDRAFT_324958			
gene6550	hypothetical protein DAPPUDRAFT_325047			
gene6551	hypothetical protein DAPPUDRAFT_325059			
gene6552	hypothetical protein DAPPUDRAFT_325062			
gene6536	hypothetical protein DAPPUDRAFT_325067			
gene6533	hypothetical protein DAPPUDRAFT_325069			
gene15049	hypothetical protein DAPPUDRAFT_325101	zinc ion binding		
gene6526	hypothetical protein DAPPUDRAFT_325126			
gene6516	hypothetical protein DAPPUDRAFT_325128			
gene6511	hypothetical protein DAPPUDRAFT_325131			
gene6498	hypothetical protein DAPPUDRAFT_325138			
gene6496	hypothetical protein DAPPUDRAFT_325138			
gene6482	hypothetical protein DAPPUDRAFT_325139			
gene6483	hypothetical protein DAPPUDRAFT_325139			
gene6470	hypothetical protein DAPPUDRAFT_325140			
gene227	hypothetical protein DAPPUDRAFT_325144			
gene6485	hypothetical protein DAPPUDRAFT_325149			
gene6474	hypothetical protein DAPPUDRAFT_325159			
gene6484	hypothetical protein DAPPUDRAFT_325159			
gene6459	hypothetical protein DAPPUDRAFT_325190	lipid transporter activity;lipid transport		
gene2401	hypothetical protein DAPPUDRAFT_325190	lipid transporter activity;lipid transport		
gene15900	hypothetical protein DAPPUDRAFT_325323			
gene1047	hypothetical protein DAPPUDRAFT_325407	integral component of membrane;sodium channel activity;sodium ion transmembrane transport		
gene1068	hypothetical protein DAPPUDRAFT_325407			
gene7098	hypothetical protein DAPPUDRAFT_325416	structural constituent of cuticle		
gene10395	hypothetical protein DAPPUDRAFT_325421	structural constituent of cuticle		
gene10448	hypothetical protein DAPPUDRAFT_325421	structural constituent of cuticle		
gene7194	hypothetical protein DAPPUDRAFT_325447			
gene7196	hypothetical protein DAPPUDRAFT_325451	nucleus;DNA binding		
gene10374	hypothetical protein DAPPUDRAFT_325474	membrane;galactosyltransferase activity;protein glycosylation		
gene17423	hypothetical protein DAPPUDRAFT_325474	membrane;galactosyltransferase activity;protein glycosylation		
gene10366	hypothetical protein DAPPUDRAFT_325481			
gene10371	hypothetical protein DAPPUDRAFT_325481			
gene10368	hypothetical protein DAPPUDRAFT_325482			
gene10370	hypothetical protein DAPPUDRAFT_325482			
gene10384	hypothetical protein DAPPUDRAFT_325505	metalloendopeptidase activity;zinc ion binding;proteolysis		
gene10432	hypothetical protein DAPPUDRAFT_325505	metalloendopeptidase activity;zinc ion binding;proteolysis		
gene18254	hypothetical protein DAPPUDRAFT_325508			
gene17239	hypothetical protein DAPPUDRAFT_325508			
gene10398	hypothetical protein DAPPUDRAFT_325508			
gene3366	hypothetical protein DAPPUDRAFT_325508			
gene3425	hypothetical protein DAPPUDRAFT_325508			
gene10419	hypothetical protein DAPPUDRAFT_325519			
gene10422	hypothetical protein DAPPUDRAFT_325532			
gene10442	hypothetical protein DAPPUDRAFT_325538			
gene1584	hypothetical protein DAPPUDRAFT_325539	structural constituent of cuticle		
gene4680	hypothetical protein DAPPUDRAFT_325621			
gene8496	hypothetical protein DAPPUDRAFT_325621			
gene702	hypothetical protein DAPPUDRAFT_325635			
gene711	hypothetical protein DAPPUDRAFT_325635			
gene713	hypothetical protein DAPPUDRAFT_325635			
gene680	hypothetical protein DAPPUDRAFT_325651			
gene685	hypothetical protein DAPPUDRAFT_325652			
gene17359	hypothetical protein DAPPUDRAFT_325653			
gene17576	hypothetical protein DAPPUDRAFT_325653			
gene686	hypothetical protein DAPPUDRAFT_325653			
gene17578	hypothetical protein DAPPUDRAFT_325654			
gene692	hypothetical protein DAPPUDRAFT_325654			
gene687	hypothetical protein DAPPUDRAFT_325654			
gene17972	hypothetical protein DAPPUDRAFT_325672			
gene659	hypothetical protein DAPPUDRAFT_325676			
gene9406	hypothetical protein DAPPUDRAFT_325682			
gene657	hypothetical protein DAPPUDRAFT_325683			
gene625	hypothetical protein DAPPUDRAFT_325719			
gene10279	hypothetical protein DAPPUDRAFT_325719			
gene629	hypothetical protein DAPPUDRAFT_325731			
gene18192	hypothetical protein DAPPUDRAFT_325731			
gene632	hypothetical protein DAPPUDRAFT_325731			
gene595	hypothetical protein DAPPUDRAFT_325755			
gene604	hypothetical protein DAPPUDRAFT_325764	integral component of membrane;G-protein coupled receptor activity;G-protein coupled receptor signaling pathway		
gene570	hypothetical protein DAPPUDRAFT_325787	serine-type endopeptidase activity;proteolysis		
gene15029	hypothetical protein DAPPUDRAFT_325898	protein binding		
gene15033	hypothetical protein DAPPUDRAFT_325899			
gene12805	hypothetical protein DAPPUDRAFT_325912	oxidoreductase activity;oxidation-reduction process		
gene15137	hypothetical protein DAPPUDRAFT_325982			
gene18159	hypothetical protein DAPPUDRAFT_325982			
gene18165	hypothetical protein DAPPUDRAFT_325982			
gene11978	hypothetical protein DAPPUDRAFT_325982			
gene14629	hypothetical protein DAPPUDRAFT_325989			
gene14628	hypothetical protein DAPPUDRAFT_325990	nucleic acid binding		
gene3159	hypothetical protein DAPPUDRAFT_326064	structural constituent of cuticle		
gene3187	hypothetical protein DAPPUDRAFT_326065	structural constituent of cuticle		
gene3146	hypothetical protein DAPPUDRAFT_326067			
gene3150	hypothetical protein DAPPUDRAFT_326073			
gene9503	hypothetical protein DAPPUDRAFT_326163	nucleic acid binding;zinc ion binding		
gene17891	hypothetical protein DAPPUDRAFT_326163			
gene17457	hypothetical protein DAPPUDRAFT_326169			
gene4378	hypothetical protein DAPPUDRAFT_326169			
gene17970	hypothetical protein DAPPUDRAFT_326305			
gene3034	hypothetical protein DAPPUDRAFT_326325			
gene3567	hypothetical protein DAPPUDRAFT_326325			
gene3525	hypothetical protein DAPPUDRAFT_326396			
gene3522	hypothetical protein DAPPUDRAFT_326410	structural constituent of cuticle		
gene3532	hypothetical protein DAPPUDRAFT_326410	structural constituent of cuticle		
gene18123	hypothetical protein DAPPUDRAFT_326443	protein binding		
gene13918	hypothetical protein DAPPUDRAFT_326443	protein binding		
gene3560	hypothetical protein DAPPUDRAFT_326443	protein binding		
gene3561	hypothetical protein DAPPUDRAFT_326443	protein binding		
gene7178	hypothetical protein DAPPUDRAFT_326443	protein binding		
gene7195	hypothetical protein DAPPUDRAFT_326443	protein binding		
gene15237	hypothetical protein DAPPUDRAFT_326518			
gene15241	hypothetical protein DAPPUDRAFT_326521			
gene15215	hypothetical protein DAPPUDRAFT_326538			
gene15211	hypothetical protein DAPPUDRAFT_326542			
gene15214	hypothetical protein DAPPUDRAFT_326542			
gene18370	hypothetical protein DAPPUDRAFT_326608	nucleic acid binding;ATP binding		
gene18371	hypothetical protein DAPPUDRAFT_326608	nucleic acid binding;ATP binding		
gene18395	hypothetical protein DAPPUDRAFT_326608			
gene10580	hypothetical protein DAPPUDRAFT_326608			
gene17756	hypothetical protein DAPPUDRAFT_326613			
gene8412	hypothetical protein DAPPUDRAFT_326717	membrane;ionotropic glutamate receptor activity;ion transport;signal transduction;synaptic transmission		
gene8457	hypothetical protein DAPPUDRAFT_326757			
gene17536	hypothetical protein DAPPUDRAFT_326853			
gene15534	hypothetical protein DAPPUDRAFT_326912			
gene16902	hypothetical protein DAPPUDRAFT_326912			
gene17638	hypothetical protein DAPPUDRAFT_326913			
gene6622	hypothetical protein DAPPUDRAFT_326927			
gene18136	hypothetical protein DAPPUDRAFT_326929			
gene17221	hypothetical protein DAPPUDRAFT_326937	GTP binding;sequence-specific DNA binding;regulation of transcription, DNA-templated		
gene7100	hypothetical protein DAPPUDRAFT_326937	GTP binding		
gene17234	hypothetical protein DAPPUDRAFT_326941	GTP binding		
gene15340	hypothetical protein DAPPUDRAFT_326992	chorion;peroxidase activity;heme binding;response to oxidative stress;oxidation-reduction process;peroxidase reaction		
gene6194	hypothetical protein DAPPUDRAFT_326992	chorion;peroxidase activity;heme binding;response to oxidative stress;oxidation-reduction process;peroxidase reaction		
gene4868	hypothetical protein DAPPUDRAFT_326995			
gene18363	hypothetical protein DAPPUDRAFT_327020	structural constituent of cuticle		
gene11814	hypothetical protein DAPPUDRAFT_327020	structural constituent of cuticle		
gene7082	hypothetical protein DAPPUDRAFT_327021	GTPase activity;GTP binding		
gene7084	hypothetical protein DAPPUDRAFT_327022	microtubule;adherens junction;bicellular tight junction;lateral plasma membrane;GTPase activator activity;beta-tubulin binding;microtubule cytoskeleton organization;protein folding;adherens junction assembly;positive regulation of GTPase activity;bicellular tight junction assembly;tubulin complex biogenesis;tubulin complex		
gene7066	hypothetical protein DAPPUDRAFT_327026	dendrite;alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex;postsynaptic membrane;alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity;extracellular-glutamate-gated ion channel activity;ion transmembrane transport;ionotropic glutamate receptor signaling pathway;synaptic transmission, glutamatergic		
gene7085	hypothetical protein DAPPUDRAFT_327026	dendrite;alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex;postsynaptic membrane;alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity;extracellular-glutamate-gated ion channel activity;ion transmembrane transport;ionotropic glutamate receptor signaling pathway;synaptic transmission, glutamatergic		
gene7095	hypothetical protein DAPPUDRAFT_327026	dendrite;alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex;postsynaptic membrane;alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity;extracellular-glutamate-gated ion channel activity;ion transmembrane transport;ionotropic glutamate receptor signaling pathway;synaptic transmission, glutamatergic		
gene7107	hypothetical protein DAPPUDRAFT_327046			
gene17733	hypothetical protein DAPPUDRAFT_327053	DNA binding;protein binding		
gene16749	hypothetical protein DAPPUDRAFT_327053	DNA binding		
gene16752	hypothetical protein DAPPUDRAFT_327053	DNA binding		
gene8841	hypothetical protein DAPPUDRAFT_327053	DNA binding;protein binding		
gene5881	hypothetical protein DAPPUDRAFT_327055			
gene5887	hypothetical protein DAPPUDRAFT_327060	integral component of membrane;sensory perception of taste		
gene5894	hypothetical protein DAPPUDRAFT_327067			
gene5924	hypothetical protein DAPPUDRAFT_327068			
gene11687	hypothetical protein DAPPUDRAFT_327085			
gene5908	hypothetical protein DAPPUDRAFT_327085			
gene5909	hypothetical protein DAPPUDRAFT_327085			
gene5910	hypothetical protein DAPPUDRAFT_327085			
gene11699	hypothetical protein DAPPUDRAFT_327109	defense response to Gram-negative bacterium;defense response to Gram-positive bacterium		
gene12728	hypothetical protein DAPPUDRAFT_327147			
gene15646	hypothetical protein DAPPUDRAFT_327171	integral component of membrane;sensory perception of taste		
gene15655	hypothetical protein DAPPUDRAFT_327184	GTP binding		
gene16473	hypothetical protein DAPPUDRAFT_327203			
gene16476	hypothetical protein DAPPUDRAFT_327203			
gene16472	hypothetical protein DAPPUDRAFT_327204			
gene14124	hypothetical protein DAPPUDRAFT_327227	protein binding		
gene14109	hypothetical protein DAPPUDRAFT_327230	structural constituent of cuticle		
gene2706	hypothetical protein DAPPUDRAFT_327230	structural constituent of cuticle		
